start_station_id,end_station_id,transit_total_min,transit_riding_min,transit_status,start_lon,start_lat,end_lon,end_lat,api_detail
2143,2143,,,ERROR,126.94219971,37.4706955,126.94219971,37.4706955,'list' object has no attribute 'get'
2169,2196,,,ERROR,126.94213104,37.48218918,126.93902588,37.4833107,'list' object has no attribute 'get'
2137,2164,,,ERROR,126.93653107,37.48490143,126.93287659,37.48476791,'list' object has no attribute 'get'
2140,2102,,,ERROR,126.93186188,37.47842789,126.92688751,37.48408508,'list' object has no attribute 'get'
2171,2196,,,ERROR,126.95200348,37.48154831,126.93902588,37.4833107,'list' object has no attribute 'get'
2110,2106,,,ERROR,126.90203094,37.48319244,126.91840363,37.47372818,'list' object has no attribute 'get'
2128,2128,,,ERROR,126.95258331,37.47916412,126.95258331,37.47916412,'list' object has no attribute 'get'
2108,2173,,,ERROR,126.94319916,37.48334122,126.92746735,37.48974991,'list' object has no attribute 'get'
2171,2109,,,ERROR,126.95200348,37.48154831,126.9358139,37.48620224,'list' object has no attribute 'get'
2136,2103,,,ERROR,126.93006897,37.48450851,126.91927338,37.4891777,'list' object has no attribute 'get'
2145,2136,,,ERROR,126.9429245,37.48635864,126.93006897,37.48450851,'list' object has no attribute 'get'
2179,2189,,,ERROR,126.94615936,37.48218918,126.94140625,37.48275375,'list' object has no attribute 'get'
2129,2148,,,ERROR,126.95814514,37.46905518,126.96339417,37.47702789,'list' object has no attribute 'get'
2106,2176,,,ERROR,126.91840363,37.47372818,126.91638184,37.48899078,'list' object has no attribute 'get'
2195,2179,,,ERROR,126.93450928,37.48464584,126.94615936,37.48218918,'list' object has no attribute 'get'
2136,2140,,,ERROR,126.93006897,37.48450851,126.93186188,37.47842789,'list' object has no attribute 'get'
2119,2119,,,ERROR,126.95469666,37.48425674,126.95469666,37.48425674,'list' object has no attribute 'get'
2109,2176,,,ERROR,126.9358139,37.48620224,126.91638184,37.48899078,'list' object has no attribute 'get'
2102,2173,,,ERROR,126.92688751,37.48408508,126.92746735,37.48974991,'list' object has no attribute 'get'
2128,2108,,,ERROR,126.95258331,37.47916412,126.94319916,37.48334122,'list' object has no attribute 'get'
2171,2119,,,ERROR,126.95200348,37.48154831,126.95469666,37.48425674,'list' object has no attribute 'get'
2198,2122,,,ERROR,126.95693207,37.47946548,126.960495,37.47805786,'list' object has no attribute 'get'
2156,2106,,,ERROR,126.90932465,37.48072052,126.91840363,37.47372818,'list' object has no attribute 'get'
2191,2164,,,ERROR,126.93648529,37.47068787,126.93287659,37.48476791,'list' object has no attribute 'get'
2108,2116,,,ERROR,126.94319916,37.48334122,126.95082855,37.48170471,'list' object has no attribute 'get'
2143,2102,,,ERROR,126.94219971,37.4706955,126.92688751,37.48408508,'list' object has no attribute 'get'
2110,2156,,,ERROR,126.90203094,37.48319244,126.90932465,37.48072052,'list' object has no attribute 'get'
2143,2178,,,ERROR,126.94219971,37.4706955,126.94932556,37.46709442,'list' object has no attribute 'get'
2127,2102,,,ERROR,126.91947937,37.46488571,126.92688751,37.48408508,'list' object has no attribute 'get'
2195,2112,,,ERROR,126.93450928,37.48464584,126.95064545,37.4813385,'list' object has no attribute 'get'
2136,2191,,,ERROR,126.93006897,37.48450851,126.93648529,37.47068787,'list' object has no attribute 'get'
2170,2102,,,ERROR,126.91203308,37.48152924,126.92688751,37.48408508,'list' object has no attribute 'get'
2179,2136,,,ERROR,126.94615936,37.48218918,126.93006897,37.48450851,'list' object has no attribute 'get'
2103,2136,,,ERROR,126.91927338,37.4891777,126.93006897,37.48450851,'list' object has no attribute 'get'
2136,2164,,,ERROR,126.93006897,37.48450851,126.93287659,37.48476791,'list' object has no attribute 'get'
2186,2111,,,ERROR,126.95960999,37.4788208,126.95331573,37.48086929,'list' object has no attribute 'get'
2127,2127,,,ERROR,126.91947937,37.46488571,126.91947937,37.46488571,'list' object has no attribute 'get'
2156,2140,,,ERROR,126.90932465,37.48072052,126.93186188,37.47842789,'list' object has no attribute 'get'
2179,2179,,,ERROR,126.94615936,37.48218918,126.94615936,37.48218918,'list' object has no attribute 'get'
2111,2122,,,ERROR,126.95331573,37.48086929,126.960495,37.47805786,'list' object has no attribute 'get'
2122,2148,,,ERROR,126.960495,37.47805786,126.96339417,37.47702789,'list' object has no attribute 'get'
2176,2144,,,ERROR,126.91638184,37.48899078,126.91675568,37.47777557,'list' object has no attribute 'get'
2102,2156,,,ERROR,126.92688751,37.48408508,126.90932465,37.48072052,'list' object has no attribute 'get'
2164,2109,,,ERROR,126.93287659,37.48476791,126.9358139,37.48620224,'list' object has no attribute 'get'
2187,2179,,,ERROR,126.9475174,37.4867363,126.94615936,37.48218918,'list' object has no attribute 'get'
2176,2106,,,ERROR,126.91638184,37.48899078,126.91840363,37.47372818,'list' object has no attribute 'get'
2129,2122,,,ERROR,126.95814514,37.46905518,126.960495,37.47805786,'list' object has no attribute 'get'
2136,2189,,,ERROR,126.93006897,37.48450851,126.94140625,37.48275375,'list' object has no attribute 'get'
2191,2185,,,ERROR,126.93648529,37.47068787,126.93865204,37.47046661,'list' object has no attribute 'get'
2108,2164,,,ERROR,126.94319916,37.48334122,126.93287659,37.48476791,'list' object has no attribute 'get'
2195,2191,,,ERROR,126.93450928,37.48464584,126.93648529,37.47068787,'list' object has no attribute 'get'
2175,2164,,,ERROR,126.92870331,37.48730087,126.93287659,37.48476791,'list' object has no attribute 'get'
2122,2129,,,ERROR,126.960495,37.47805786,126.95814514,37.46905518,'list' object has no attribute 'get'
2111,2198,,,ERROR,126.95331573,37.48086929,126.95693207,37.47946548,'list' object has no attribute 'get'
2170,2106,,,ERROR,126.91203308,37.48152924,126.91840363,37.47372818,'list' object has no attribute 'get'
2112,2189,,,ERROR,126.95064545,37.4813385,126.94140625,37.48275375,'list' object has no attribute 'get'
2164,2173,,,ERROR,126.93287659,37.48476791,126.92746735,37.48974991,'list' object has no attribute 'get'
2111,2128,,,ERROR,126.95331573,37.48086929,126.95258331,37.47916412,'list' object has no attribute 'get'
2103,2173,,,ERROR,126.91927338,37.4891777,126.92746735,37.48974991,'list' object has no attribute 'get'
2187,2112,,,ERROR,126.9475174,37.4867363,126.95064545,37.4813385,'list' object has no attribute 'get'
2171,2169,,,ERROR,126.95200348,37.48154831,126.94213104,37.48218918,'list' object has no attribute 'get'
2116,2187,,,ERROR,126.95082855,37.48170471,126.9475174,37.4867363,'list' object has no attribute 'get'
2137,2173,,,ERROR,126.93653107,37.48490143,126.92746735,37.48974991,'list' object has no attribute 'get'
2179,2102,,,ERROR,126.94615936,37.48218918,126.92688751,37.48408508,'list' object has no attribute 'get'
2136,2175,,,ERROR,126.93006897,37.48450851,126.92870331,37.48730087,'list' object has no attribute 'get'
2112,2169,,,ERROR,126.95064545,37.4813385,126.94213104,37.48218918,'list' object has no attribute 'get'
2189,2179,,,ERROR,126.94140625,37.48275375,126.94615936,37.48218918,'list' object has no attribute 'get'
2195,2189,,,ERROR,126.93450928,37.48464584,126.94140625,37.48275375,'list' object has no attribute 'get'
2198,2198,,,ERROR,126.95693207,37.47946548,126.95693207,37.47946548,'list' object has no attribute 'get'
2108,2112,,,ERROR,126.94319916,37.48334122,126.95064545,37.4813385,'list' object has no attribute 'get'
2103,2105,,,ERROR,126.91927338,37.4891777,126.91460419,37.48025131,'list' object has no attribute 'get'
2164,2175,,,ERROR,126.93287659,37.48476791,126.92870331,37.48730087,'list' object has no attribute 'get'
2136,2110,,,ERROR,126.93006897,37.48450851,126.90203094,37.48319244,'list' object has no attribute 'get'
2137,2189,,,ERROR,126.93653107,37.48490143,126.94140625,37.48275375,'list' object has no attribute 'get'
2109,2174,,,ERROR,126.9358139,37.48620224,126.92848206,37.48856354,'list' object has no attribute 'get'
2109,2171,,,ERROR,126.9358139,37.48620224,126.95200348,37.48154831,'list' object has no attribute 'get'
2190,2109,,,ERROR,126.93915558,37.48368835,126.9358139,37.48620224,'list' object has no attribute 'get'
2173,2112,,,ERROR,126.92746735,37.48974991,126.95064545,37.4813385,'list' object has no attribute 'get'
2111,2169,,,ERROR,126.95331573,37.48086929,126.94213104,37.48218918,'list' object has no attribute 'get'
2189,2164,,,ERROR,126.94140625,37.48275375,126.93287659,37.48476791,'list' object has no attribute 'get'
2189,2187,,,ERROR,126.94140625,37.48275375,126.9475174,37.4867363,'list' object has no attribute 'get'
2145,2195,,,ERROR,126.9429245,37.48635864,126.93450928,37.48464584,'list' object has no attribute 'get'
2137,2137,,,ERROR,126.93653107,37.48490143,126.93653107,37.48490143,'list' object has no attribute 'get'
2111,2167,,,ERROR,126.95331573,37.48086929,126.96495819,37.47629547,'list' object has no attribute 'get'
2169,2111,,,ERROR,126.94213104,37.48218918,126.95331573,37.48086929,'list' object has no attribute 'get'
2191,2136,,,ERROR,126.93648529,37.47068787,126.93006897,37.48450851,'list' object has no attribute 'get'
2156,2170,,,ERROR,126.90932465,37.48072052,126.91203308,37.48152924,'list' object has no attribute 'get'
2136,2106,,,ERROR,126.93006897,37.48450851,126.91840363,37.47372818,'list' object has no attribute 'get'
2156,2176,,,ERROR,126.90932465,37.48072052,126.91638184,37.48899078,'list' object has no attribute 'get'
2111,2178,,,ERROR,126.95331573,37.48086929,126.94932556,37.46709442,'list' object has no attribute 'get'
2106,2136,,,ERROR,126.91840363,37.47372818,126.93006897,37.48450851,'list' object has no attribute 'get'
2189,2173,,,ERROR,126.94140625,37.48275375,126.92746735,37.48974991,'list' object has no attribute 'get'
2187,2173,,,ERROR,126.9475174,37.4867363,126.92746735,37.48974991,'list' object has no attribute 'get'
2115,2156,,,ERROR,126.90283966,37.47991562,126.90932465,37.48072052,'list' object has no attribute 'get'
2173,2189,,,ERROR,126.92746735,37.48974991,126.94140625,37.48275375,'list' object has no attribute 'get'
2127,2144,,,ERROR,126.91947937,37.46488571,126.91675568,37.47777557,'list' object has no attribute 'get'
2164,2164,,,ERROR,126.93287659,37.48476791,126.93287659,37.48476791,'list' object has no attribute 'get'
2179,2111,,,ERROR,126.94615936,37.48218918,126.95331573,37.48086929,'list' object has no attribute 'get'
2175,2103,,,ERROR,126.92870331,37.48730087,126.91927338,37.4891777,'list' object has no attribute 'get'
2105,2102,,,ERROR,126.91460419,37.48025131,126.92688751,37.48408508,'list' object has no attribute 'get'
2179,2187,,,ERROR,126.94615936,37.48218918,126.9475174,37.4867363,'list' object has no attribute 'get'
2164,2196,,,ERROR,126.93287659,37.48476791,126.93902588,37.4833107,'list' object has no attribute 'get'
2170,2105,,,ERROR,126.91203308,37.48152924,126.91460419,37.48025131,'list' object has no attribute 'get'
2169,2116,,,ERROR,126.94213104,37.48218918,126.95082855,37.48170471,'list' object has no attribute 'get'
2173,2106,,,ERROR,126.92746735,37.48974991,126.91840363,37.47372818,'list' object has no attribute 'get'
2171,2173,,,ERROR,126.95200348,37.48154831,126.92746735,37.48974991,'list' object has no attribute 'get'
2102,2170,,,ERROR,126.92688751,37.48408508,126.91203308,37.48152924,'list' object has no attribute 'get'
2127,2110,,,ERROR,126.91947937,37.46488571,126.90203094,37.48319244,'list' object has no attribute 'get'
2174,2174,,,ERROR,126.92848206,37.48856354,126.92848206,37.48856354,'list' object has no attribute 'get'
2145,2189,,,ERROR,126.9429245,37.48635864,126.94140625,37.48275375,'list' object has no attribute 'get'
2109,2190,,,ERROR,126.9358139,37.48620224,126.93915558,37.48368835,'list' object has no attribute 'get'
2139,2136,,,ERROR,126.93701935,37.4711647,126.93006897,37.48450851,'list' object has no attribute 'get'
2109,2102,,,ERROR,126.9358139,37.48620224,126.92688751,37.48408508,'list' object has no attribute 'get'
2189,2137,,,ERROR,126.94140625,37.48275375,126.93653107,37.48490143,'list' object has no attribute 'get'
2112,2148,,,ERROR,126.95064545,37.4813385,126.96339417,37.47702789,'list' object has no attribute 'get'
2187,2111,,,ERROR,126.9475174,37.4867363,126.95331573,37.48086929,'list' object has no attribute 'get'
2102,2109,,,ERROR,126.92688751,37.48408508,126.9358139,37.48620224,'list' object has no attribute 'get'
2169,2112,,,ERROR,126.94213104,37.48218918,126.95064545,37.4813385,'list' object has no attribute 'get'
2191,2178,,,ERROR,126.93648529,37.47068787,126.94932556,37.46709442,'list' object has no attribute 'get'
2102,2179,,,ERROR,126.92688751,37.48408508,126.94615936,37.48218918,'list' object has no attribute 'get'
2195,2187,,,ERROR,126.93450928,37.48464584,126.9475174,37.4867363,'list' object has no attribute 'get'
2189,2169,,,ERROR,126.94140625,37.48275375,126.94213104,37.48218918,'list' object has no attribute 'get'
2110,2102,,,ERROR,126.90203094,37.48319244,126.92688751,37.48408508,'list' object has no attribute 'get'
2164,2179,,,ERROR,126.93287659,37.48476791,126.94615936,37.48218918,'list' object has no attribute 'get'
2172,2143,,,ERROR,126.94451141,37.46940613,126.94219971,37.4706955,'list' object has no attribute 'get'
2198,2109,,,ERROR,126.95693207,37.47946548,126.9358139,37.48620224,'list' object has no attribute 'get'
2172,2185,,,ERROR,126.94451141,37.46940613,126.93865204,37.47046661,'list' object has no attribute 'get'
2116,2108,,,ERROR,126.95082855,37.48170471,126.94319916,37.48334122,'list' object has no attribute 'get'
2164,2191,,,ERROR,126.93287659,37.48476791,126.93648529,37.47068787,'list' object has no attribute 'get'
2139,2102,,,ERROR,126.93701935,37.4711647,126.92688751,37.48408508,'list' object has no attribute 'get'
2108,2119,,,ERROR,126.94319916,37.48334122,126.95469666,37.48425674,'list' object has no attribute 'get'
2145,2109,,,ERROR,126.9429245,37.48635864,126.9358139,37.48620224,'list' object has no attribute 'get'
2176,2103,,,ERROR,126.91638184,37.48899078,126.91927338,37.4891777,'list' object has no attribute 'get'
2140,2176,,,ERROR,126.93186188,37.47842789,126.91638184,37.48899078,'list' object has no attribute 'get'
2137,2109,,,ERROR,126.93653107,37.48490143,126.9358139,37.48620224,'list' object has no attribute 'get'
2137,2169,,,ERROR,126.93653107,37.48490143,126.94213104,37.48218918,'list' object has no attribute 'get'
2171,2189,,,ERROR,126.95200348,37.48154831,126.94140625,37.48275375,'list' object has no attribute 'get'
2109,2187,,,ERROR,126.9358139,37.48620224,126.9475174,37.4867363,'list' object has no attribute 'get'
2171,2136,,,ERROR,126.95200348,37.48154831,126.93006897,37.48450851,'list' object has no attribute 'get'
2111,2176,,,ERROR,126.95331573,37.48086929,126.91638184,37.48899078,'list' object has no attribute 'get'
2139,2139,,,ERROR,126.93701935,37.4711647,126.93701935,37.4711647,'list' object has no attribute 'get'
2140,2173,,,ERROR,126.93186188,37.47842789,126.92746735,37.48974991,'list' object has no attribute 'get'
2140,2156,,,ERROR,126.93186188,37.47842789,126.90932465,37.48072052,'list' object has no attribute 'get'
2109,2164,,,ERROR,126.9358139,37.48620224,126.93287659,37.48476791,'list' object has no attribute 'get'
2171,2179,,,ERROR,126.95200348,37.48154831,126.94615936,37.48218918,'list' object has no attribute 'get'
2189,2189,,,ERROR,126.94140625,37.48275375,126.94140625,37.48275375,'list' object has no attribute 'get'
2174,2102,,,ERROR,126.92848206,37.48856354,126.92688751,37.48408508,'list' object has no attribute 'get'
2196,2195,,,ERROR,126.93902588,37.4833107,126.93450928,37.48464584,'list' object has no attribute 'get'
2184,2171,,,ERROR,126.94592285,37.48949051,126.95200348,37.48154831,'list' object has no attribute 'get'
2136,2198,,,ERROR,126.93006897,37.48450851,126.95693207,37.47946548,'list' object has no attribute 'get'
2102,2143,,,ERROR,126.92688751,37.48408508,126.94219971,37.4706955,'list' object has no attribute 'get'
2106,2156,,,ERROR,126.91840363,37.47372818,126.90932465,37.48072052,'list' object has no attribute 'get'
2115,2176,,,ERROR,126.90283966,37.47991562,126.91638184,37.48899078,'list' object has no attribute 'get'
2164,2137,,,ERROR,126.93287659,37.48476791,126.93653107,37.48490143,'list' object has no attribute 'get'
2136,2116,,,ERROR,126.93006897,37.48450851,126.95082855,37.48170471,'list' object has no attribute 'get'
2174,2109,,,ERROR,126.92848206,37.48856354,126.9358139,37.48620224,'list' object has no attribute 'get'
2159,2148,,,ERROR,126.95922852,37.47509003,126.96339417,37.47702789,'list' object has no attribute 'get'
2186,2186,,,ERROR,126.95960999,37.4788208,126.95960999,37.4788208,'list' object has no attribute 'get'
2122,2122,,,ERROR,126.960495,37.47805786,126.960495,37.47805786,'list' object has no attribute 'get'
2164,2174,,,ERROR,126.93287659,37.48476791,126.92848206,37.48856354,'list' object has no attribute 'get'
2173,2169,,,ERROR,126.92746735,37.48974991,126.94213104,37.48218918,'list' object has no attribute 'get'
2122,2128,,,ERROR,126.960495,37.47805786,126.95258331,37.47916412,'list' object has no attribute 'get'
2184,2179,,,ERROR,126.94592285,37.48949051,126.94615936,37.48218918,'list' object has no attribute 'get'
2169,2187,,,ERROR,126.94213104,37.48218918,126.9475174,37.4867363,'list' object has no attribute 'get'
2112,2109,,,ERROR,126.95064545,37.4813385,126.9358139,37.48620224,'list' object has no attribute 'get'
2103,2175,,,ERROR,126.91927338,37.4891777,126.92870331,37.48730087,'list' object has no attribute 'get'
2191,2143,,,ERROR,126.93648529,37.47068787,126.94219971,37.4706955,'list' object has no attribute 'get'
2171,2116,,,ERROR,126.95200348,37.48154831,126.95082855,37.48170471,'list' object has no attribute 'get'
2190,2169,,,ERROR,126.93915558,37.48368835,126.94213104,37.48218918,'list' object has no attribute 'get'
2129,2159,,,ERROR,126.95814514,37.46905518,126.95922852,37.47509003,'list' object has no attribute 'get'
2137,2112,,,ERROR,126.93653107,37.48490143,126.95064545,37.4813385,'list' object has no attribute 'get'
2106,2170,,,ERROR,126.91840363,37.47372818,126.91203308,37.48152924,'list' object has no attribute 'get'
2173,2137,,,ERROR,126.92746735,37.48974991,126.93653107,37.48490143,'list' object has no attribute 'get'
2112,2108,,,ERROR,126.95064545,37.4813385,126.94319916,37.48334122,'list' object has no attribute 'get'
2195,2171,,,ERROR,126.93450928,37.48464584,126.95200348,37.48154831,'list' object has no attribute 'get'
2119,2108,,,ERROR,126.95469666,37.48425674,126.94319916,37.48334122,'list' object has no attribute 'get'
2110,2170,,,ERROR,126.90203094,37.48319244,126.91203308,37.48152924,'list' object has no attribute 'get'
2116,2189,,,ERROR,126.95082855,37.48170471,126.94140625,37.48275375,'list' object has no attribute 'get'
2195,2108,,,ERROR,126.93450928,37.48464584,126.94319916,37.48334122,'list' object has no attribute 'get'
2199,2189,,,ERROR,126.95869446,37.47877121,126.94140625,37.48275375,'list' object has no attribute 'get'
2137,2179,,,ERROR,126.93653107,37.48490143,126.94615936,37.48218918,'list' object has no attribute 'get'
2185,2136,,,ERROR,126.93865204,37.47046661,126.93006897,37.48450851,'list' object has no attribute 'get'
2143,2191,,,ERROR,126.94219971,37.4706955,126.93648529,37.47068787,'list' object has no attribute 'get'
2175,2173,,,ERROR,126.92870331,37.48730087,126.92746735,37.48974991,'list' object has no attribute 'get'
2196,2173,,,ERROR,126.93902588,37.4833107,126.92746735,37.48974991,'list' object has no attribute 'get'
2174,2190,,,ERROR,126.92848206,37.48856354,126.93915558,37.48368835,'list' object has no attribute 'get'
2179,2109,,,ERROR,126.94615936,37.48218918,126.9358139,37.48620224,'list' object has no attribute 'get'
2106,2144,,,ERROR,126.91840363,37.47372818,126.91675568,37.47777557,'list' object has no attribute 'get'
2169,2175,,,ERROR,126.94213104,37.48218918,126.92870331,37.48730087,'list' object has no attribute 'get'
2102,2190,,,ERROR,126.92688751,37.48408508,126.93915558,37.48368835,'list' object has no attribute 'get'
2108,2111,,,ERROR,126.94319916,37.48334122,126.95331573,37.48086929,'list' object has no attribute 'get'
2102,2174,,,ERROR,126.92688751,37.48408508,126.92848206,37.48856354,'list' object has no attribute 'get'
2189,2116,,,ERROR,126.94140625,37.48275375,126.95082855,37.48170471,'list' object has no attribute 'get'
2186,2104,,,ERROR,126.95960999,37.4788208,126.98133087,37.47608948,'list' object has no attribute 'get'
2108,2137,,,ERROR,126.94319916,37.48334122,126.93653107,37.48490143,'list' object has no attribute 'get'
2144,2106,,,ERROR,126.91675568,37.47777557,126.91840363,37.47372818,'list' object has no attribute 'get'
2173,2105,,,ERROR,126.92746735,37.48974991,126.91460419,37.48025131,'list' object has no attribute 'get'
2109,2198,,,ERROR,126.9358139,37.48620224,126.95693207,37.47946548,'list' object has no attribute 'get'
2108,2187,,,ERROR,126.94319916,37.48334122,126.9475174,37.4867363,'list' object has no attribute 'get'
2179,2190,,,ERROR,126.94615936,37.48218918,126.93915558,37.48368835,'list' object has no attribute 'get'
2112,2119,,,ERROR,126.95064545,37.4813385,126.95469666,37.48425674,'list' object has no attribute 'get'
2105,2127,,,ERROR,126.91460419,37.48025131,126.91947937,37.46488571,'list' object has no attribute 'get'
2122,2198,,,ERROR,126.960495,37.47805786,126.95693207,37.47946548,'list' object has no attribute 'get'
2164,2187,,,ERROR,126.93287659,37.48476791,126.9475174,37.4867363,'list' object has no attribute 'get'
2189,2186,,,ERROR,126.94140625,37.48275375,126.95960999,37.4788208,'list' object has no attribute 'get'
2196,2156,,,ERROR,126.93902588,37.4833107,126.90932465,37.48072052,'list' object has no attribute 'get'
2174,2169,,,ERROR,126.92848206,37.48856354,126.94213104,37.48218918,'list' object has no attribute 'get'
2189,2119,,,ERROR,126.94140625,37.48275375,126.95469666,37.48425674,'list' object has no attribute 'get'
2111,2108,,,ERROR,126.95331573,37.48086929,126.94319916,37.48334122,'list' object has no attribute 'get'
2109,2119,,,ERROR,126.9358139,37.48620224,126.95469666,37.48425674,'list' object has no attribute 'get'
2112,2112,,,ERROR,126.95064545,37.4813385,126.95064545,37.4813385,'list' object has no attribute 'get'
