대여소_번호,대여소_ID,자치구,Capa,일평균_순유입량,순유입량_표준편차,반납_우세_비율(%),대여_우세_비율(%),과적/고갈_비율
4782,ST-2434,중구,10,-0.07,7.62,31.08,39.53,
4784,ST-2525,중구,10,-3.45,13.2,34.46,50.0,
4785,ST-2526,중구,8,-5.49,14.22,25.68,55.41,
4791,ST-2527,중구,10,-4.38,12.17,27.46,62.37,
4792,ST-2625,중구,10,-1.66,13.44,39.86,50.34,
4793,ST-2626,중구,10,0.02,12.5,49.32,41.89,
4794,ST-2786,중구,8,10.89,26.14,63.51,33.11,
4796,ST-2693,중구,10,-35.38,45.41,18.24,74.32,
4797,ST-2845,중구,13,1.77,12.18,45.27,44.26,
4798,ST-2903,중구,10,5.47,22.87,54.39,39.86,
4800,ST-3052,중구,5,0.73,10.96,48.99,38.18,
4801,ST-3053,중구,5,-43.19,31.37,1.01,95.61,
4802,ST-2628,중랑구,8,2.42,9.32,50.68,33.78,
4803,ST-2629,중랑구,5,-0.51,16.57,47.64,46.28,
4804,ST-2630,중랑구,9,6.44,23.2,57.09,39.19,
4807,ST-2631,중랑구,8,1.12,13.87,47.97,46.62,
4808,ST-2632,중랑구,8,-7.87,14.77,27.36,61.82,
4809,ST-2633,중랑구,8,-23.73,23.62,11.49,86.15,
4811,ST-2634,중랑구,10,-31.76,28.63,3.38,92.91,
4812,ST-2635,중랑구,10,8.31,21.69,63.18,33.11,
4813,ST-2636,중랑구,10,11.25,24.76,64.19,32.77,
4815,ST-2795,중랑구,8,1.8,11.15,53.38,37.16,
4819,ST-2846,중랑구,10,15.7,23.59,74.66,21.96,
4820,ST-2860,중랑구,8,-1.14,18.89,46.28,50.0,
4823,ST-2921,중랑구,8,0.94,16.67,50.68,41.55,
4824,ST-2922,중랑구,7,6.18,27.82,55.07,42.57,
4825,ST-2906,중랑구,8,-12.1,22.67,26.69,69.26,
4826,ST-2904,중랑구,8,6.28,17.97,59.12,32.43,
4827,ST-2942,중랑구,20,-7.9,14.12,16.22,64.86,
4828,ST-2952,중랑구,5,4.94,21.22,55.07,39.53,
4829,ST-2953,중랑구,5,-2.57,12.33,36.15,52.7,
4830,ST-3036,중랑구,7,-11.77,14.6,11.49,72.97,
4834,ST-2969,중랑구,8,-21.91,20.71,4.73,87.5,
4835,ST-3006,중랑구,7,-0.72,15.86,44.26,46.28,
4836,ST-3023,중랑구,15,-1.46,12.71,42.23,46.28,
4837,ST-3024,중랑구,14,-11.45,14.36,15.2,76.35,
4838,ST-3025,중랑구,7,-19.84,18.32,5.41,90.88,
4840,ST-3035,중랑구,7,2.22,10.95,53.38,38.18,
4841,ST-3168,중랑구,15,12.16,26.1,64.86,26.69,
4842,ST-3233,중랑구,20,8.73,17.86,70.27,23.99,
4843,ST-3253,중랑구,8,15.36,21.24,74.66,21.28,
4845,ST-3275,중랑구,10,-2.74,6.94,23.73,56.61,
4846,ST-3345,중랑구,7,1.44,15.91,52.03,40.88,
4847,ST-3346,중랑구,5,-4.56,14.37,32.77,59.12,
4852,ST-2605,송파구,10,15.4,24.45,76.35,21.62,
4854,ST-2606,송파구,10,1.23,22.55,52.7,44.26,
4855,ST-2607,송파구,10,-0.03,10.19,45.61,40.54,
4856,ST-2608,송파구,10,2.65,20.3,51.01,42.91,
4857,ST-2621,송파구,15,-3.49,12.09,36.82,52.36,
4859,ST-2609,송파구,15,0.13,20.08,49.32,48.3,
4860,ST-2757,송파구,7,-3.26,20.46,39.53,53.72,
4862,ST-2756,송파구,10,-6.01,12.5,24.32,63.85,
4863,ST-2728,송파구,7,3.58,12.52,53.72,34.12,
4864,ST-2796,송파구,10,-0.93,25.87,48.65,47.3,
4865,ST-2797,송파구,5,1.93,33.19,53.04,45.27,
4867,ST-2798,송파구,10,-2.24,14.99,42.23,46.28,
4868,ST-2833,송파구,10,4.45,28.74,55.74,40.88,
4870,ST-2876,송파구,10,-3.13,34.55,45.95,51.69,
4871,ST-2877,송파구,7,-4.36,13.14,33.78,55.74,
4872,ST-2878,송파구,7,1.41,15.61,49.66,46.28,
4873,ST-2915,송파구,7,0.47,16.0,44.26,46.62,
4874,ST-2916,송파구,10,0.91,15.26,46.62,43.58,
4875,ST-2917,송파구,4,-0.19,12.26,39.86,47.64,
4879,ST-2936,송파구,5,-1.72,8.58,34.12,40.54,
4880,ST-2957,송파구,9,0.88,16.56,49.32,43.58,
4881,ST-2937,송파구,5,-0.6,5.1,31.42,39.86,
4882,ST-2938,송파구,5,-4.8,12.28,29.05,53.72,
4883,ST-2939,송파구,10,-19.67,19.44,3.04,80.74,
4884,ST-2984,송파구,16,9.35,33.72,59.46,35.47,
4885,ST-2985,송파구,8,0.77,11.0,44.93,42.57,
4886,ST-2986,송파구,6,3.76,16.84,52.36,37.5,
4887,ST-2987,송파구,6,-0.71,16.94,45.61,46.96,
4888,ST-2940,송파구,10,-7.71,16.65,29.39,58.78,
4889,ST-2941,송파구,14,-2.07,11.67,36.15,49.66,
4891,ST-3004,송파구,10,-3.73,16.6,34.46,58.11,
4892,ST-3005,송파구,18,-4.59,12.5,29.39,51.35,
4893,ST-2972,송파구,6,25.87,57.59,67.57,28.04,
4895,ST-2988,송파구,6,0.38,15.54,44.59,47.97,
4896,ST-2989,송파구,10,-1.57,7.87,36.15,41.89,
4897,ST-2991,송파구,15,10.38,41.75,60.47,37.84,
4901,ST-3057,강남구,6,,,,,
4902,ST-2870,강남구,6,-0.1,11.63,45.27,43.58,
4903,ST-3066,강남구,6,-1.63,8.61,37.5,48.65,
4905,ST-3079,강남구,10,0.1,23.11,37.5,46.62,
4906,ST-3077,강남구,10,0.29,20.6,48.65,45.27,
4907,ST-3078,강남구,5,-9.78,17.46,29.39,64.19,
4908,ST-3096,강남구,5,1.45,10.2,48.31,35.47,
4909,ST-3108,강남구,6,-21.97,19.5,3.04,87.84,
4913,ST-3111,강남구,7,-0.1,9.84,44.93,37.84,
4914,ST-3112,강남구,6,3.49,16.0,54.39,40.2,
4915,ST-3115,강남구,6,-0.28,5.51,35.14,38.18,
4916,ST-3164,강남구,5,-2.19,6.82,26.35,48.65,
4917,ST-3179,강남구,5,14.26,23.7,71.28,23.99,
4918,ST-3185,강남구,5,4.49,14.18,61.15,31.42,
4919,ST-3178,강남구,6,-0.17,8.07,41.55,40.54,
4923,ST-3207,강남구,9,-1.08,14.71,41.89,49.66,
4924,ST-3208,강남구,8,-3.01,8.61,31.76,55.07,
4925,ST-3243,강남구,7,0.85,7.94,44.93,35.81,
4926,ST-3240,강남구,10,-0.73,15.84,45.27,48.31,
4928,ST-3245,강남구,10,-1.17,8.7,36.49,50.0,
4929,ST-3254,강남구,6,4.63,12.55,58.11,32.09,
4930,ST-3268,강남구,10,-12.14,14.99,13.85,77.7,
4931,ST-3307,강남구,8,-7.49,18.18,28.72,65.54,
4932,ST-3294,강남구,10,-1.01,12.9,41.22,47.97,
4935,ST-3302,강남구,8,1.53,11.38,51.35,41.22,
4936,ST-3348,강남구,8,-7.41,13.0,14.53,58.11,
4937,ST-3364,강남구,5,-4.29,14.9,31.89,58.38,
4938,ST-3376,강남구,10,20.45,42.97,71.14,24.16,
4939,ST-3386,강남구,5,1.1,10.12,46.07,39.33,
4940,ST-3389,강남구,30,-38.3,48.04,14.13,82.61,
4941,ST-3394,강남구,10,-0.11,17.3,41.89,47.3,
4942,ST-3414,강남구,10,-4.4,10.24,20.0,40.0,
4951,ST-3147,강동구,5,-2.14,16.43,40.54,52.7,
4952,ST-3209,강동구,5,1.7,20.11,49.32,44.93,
4953,ST-3248,강동구,10,1.58,18.31,52.7,41.55,
4954,ST-3312,강동구,15,-19.04,21.78,14.19,80.74,
4956,ST-3352,강동구,5,8.62,16.59,66.22,25.0,
4957,ST-3329,강동구,10,-16.92,26.75,21.96,72.97,
4958,ST-3335,강동구,10,-13.34,19.15,18.24,73.65,
4959,ST-3336,강동구,10,5.79,11.79,62.16,26.01,
4960,ST-3358,강동구,15,4.2,19.69,54.85,40.29,
4962,ST-3366,강동구,10,-2.21,24.27,44.86,46.49,
4964,ST-3372,강동구,10,41.27,49.65,77.78,20.37,
4965,ST-3373,강동구,15,7.29,25.15,54.94,37.65,
4968,ST-3423,강동구,10,0.0,0.0,0.0,0.0,
5052,ST-2871,강서구,25,7.12,44.75,57.09,40.88,
5053,ST-2883,강서구,25,23.65,32.62,76.35,20.27,
5055,ST-2884,강서구,7,2.51,24.6,53.04,40.54,
5057,ST-2886,강서구,14,2.76,24.34,52.7,41.55,
5059,ST-2887,강서구,7,24.09,30.73,78.38,19.26,
5061,ST-2888,강서구,10,8.94,41.91,59.8,35.81,
5064,ST-2943,강서구,15,1.23,31.11,51.69,45.27,
5065,ST-2944,강서구,10,2.97,19.85,52.36,41.89,
5066,ST-2945,강서구,25,26.63,45.69,79.73,17.91,
5067,ST-2946,강서구,8,0.63,19.28,47.3,46.62,
5070,ST-2965,강서구,15,4.57,49.85,50.0,46.62,
5072,ST-2947,강서구,10,-3.61,15.48,36.15,54.73,
5073,ST-2992,강서구,6,-15.09,23.77,24.66,70.95,
5074,ST-2993,강서구,10,3.35,35.25,52.36,43.58,
5075,ST-2994,강서구,10,-5.52,21.52,38.51,57.09,
5076,ST-3031,강서구,16,-9.86,30.17,35.14,55.07,
5078,ST-3068,강서구,10,1.47,21.4,50.0,46.28,
5080,ST-3084,강서구,10,24.77,33.75,77.7,18.58,
5082,ST-3094,강서구,9,50.33,67.28,79.73,18.92,
5084,ST-3100,강서구,10,-20.75,25.48,16.89,80.07,
5086,ST-3118,강서구,8,20.82,29.34,73.65,20.27,
5087,ST-3129,강서구,8,-3.64,36.71,42.23,53.38,
5088,ST-3125,강서구,16,-3.58,17.32,38.51,56.76,
5089,ST-3128,강서구,40,13.97,41.48,64.53,26.35,
5090,ST-3137,강서구,10,7.56,28.55,54.39,39.19,
5091,ST-3145,강서구,8,3.12,24.38,54.05,37.84,
5095,ST-3226,강서구,9,-1.08,29.99,50.34,46.96,
5096,ST-3251,강서구,57,48.16,81.36,76.69,18.92,
5097,ST-3259,강서구,40,2.7,34.29,46.62,39.53,
5098,ST-3261,강서구,20,4.55,16.22,60.47,24.66,
5099,ST-3260,강서구,40,10.58,38.18,60.14,30.41,
5100,ST-3263,강서구,2,1.84,8.9,48.99,34.46,
5151,ST-3367,광진구,5,15.47,31.52,70.22,26.97,
5152,ST-3369,광진구,9,-12.29,18.35,23.49,67.47,
5153,ST-3390,광진구,30,-42.98,62.01,20.65,71.74,
5154,ST-3400,광진구,10,-6.85,19.72,29.63,62.96,
5155,ST-3422,광진구,5,0.0,0.0,0.0,0.0,
5301,ST-3015,노원구,4,-0.24,10.37,48.65,44.59,
5305,ST-3063,노원구,10,7.12,15.55,63.51,30.07,
5308,ST-3097,노원구,5,-8.51,12.62,16.04,62.8,
5309,ST-3101,노원구,5,4.65,18.17,56.76,37.84,
5310,ST-3110,노원구,9,-2.08,13.91,42.91,46.62,
5311,ST-3116,노원구,5,1.84,13.07,51.69,39.19,
5313,ST-3123,노원구,5,-0.8,9.54,39.19,51.01,
5314,ST-3122,노원구,6,6.25,17.27,64.19,30.74,
5315,ST-3134,노원구,5,-2.83,10.42,28.72,53.72,
5317,ST-3167,노원구,5,13.52,21.23,74.32,21.62,
5318,ST-3149,노원구,10,-4.78,14.99,36.82,55.07,
5319,ST-3174,노원구,10,6.88,20.45,61.49,34.8,
5320,ST-3192,노원구,18,-2.5,6.57,16.55,45.27,
5321,ST-3211,노원구,5,-0.71,12.87,43.24,46.96,
5322,ST-3218,노원구,5,4.57,13.82,58.45,30.74,
5323,ST-3256,노원구,13,-2.09,18.93,41.89,51.69,
5325,ST-3266,노원구,10,-15.7,22.51,21.62,70.27,
5326,ST-3262,노원구,10,-0.81,9.58,43.24,42.57,
5327,ST-3270,노원구,10,-1.15,3.79,12.03,32.99,
5328,ST-3274,노원구,10,-10.05,18.8,25.0,65.88,
5329,ST-3278,노원구,10,2.66,20.2,51.69,42.91,
5330,ST-3280,노원구,15,6.26,17.1,62.5,32.77,
5331,ST-3282,노원구,5,1.48,11.48,52.36,34.12,
5332,ST-3287,노원구,11,-1.05,15.12,40.54,52.36,
5333,ST-3288,노원구,10,13.43,28.39,64.86,32.09,
5334,ST-3290,노원구,8,-0.12,8.72,38.85,39.19,
5335,ST-3289,노원구,13,-5.88,16.09,33.78,60.47,
5336,ST-3292,노원구,10,-7.66,14.58,23.31,62.16,
5337,ST-3293,노원구,15,0.21,5.62,38.51,35.47,
5338,ST-3301,노원구,6,2.34,12.85,54.73,35.47,
5339,ST-3299,노원구,10,-2.27,8.03,30.41,48.99,
5341,ST-3357,노원구,10,-9.05,24.59,34.3,62.8,
5342,ST-3338,노원구,8,13.88,19.76,75.68,18.58,
5503,ST-3130,마포구,5,1.07,17.47,48.31,47.3,
5504,ST-3213,마포구,7,-20.04,20.52,3.04,80.74,
5506,ST-3244,마포구,10,2.75,20.8,52.7,41.55,
5507,ST-3271,마포구,10,-18.01,15.75,3.4,87.76,
5508,ST-3272,마포구,8,6.66,22.11,56.42,35.47,
5509,ST-3408,마포구,9,2.95,18.35,47.37,47.37,
5513,ST-3355,마포구,10,15.0,23.74,74.32,22.64,
5514,ST-3380,마포구,10,13.91,27.4,66.91,28.68,
5515,ST-3388,마포구,30,-83.3,81.22,9.78,89.13,
5601,ST-3406,서초구,10,-2.71,8.29,29.03,45.16,
5602,ST-3420,서초구,5,0.0,0.0,0.0,0.0,
5651,ST-3403,성동구,20,7.4,46.94,48.94,44.68,
5751,ST-3069,송파구,10,-3.77,10.74,29.05,57.77,
5752,ST-3070,송파구,6,7.88,34.22,59.12,37.16,
5753,ST-3071,송파구,9,-1.61,14.87,41.89,48.31,
5756,ST-3131,송파구,10,-2.48,16.38,40.88,51.35,
5758,ST-3133,송파구,10,-23.03,22.15,8.78,87.16,
5759,ST-3141,송파구,6,-0.78,11.27,43.24,46.28,
5760,ST-3148,송파구,8,-0.28,14.66,49.16,43.77,
5761,ST-3153,송파구,10,0.38,18.94,48.65,40.54,
5763,ST-3150,송파구,10,-6.95,12.71,19.93,55.74,
5764,ST-3151,송파구,8,-1.86,12.66,38.85,51.69,
5765,ST-3162,송파구,12,31.24,36.83,80.74,16.55,
5766,ST-3190,송파구,15,-18.57,20.35,11.15,78.04,
5767,ST-3191,송파구,15,-2.95,10.32,32.09,54.39,
5768,ST-3214,송파구,12,25.39,51.77,69.59,26.69,
5773,ST-3232,송파구,12,2.73,11.31,55.74,34.12,
5774,ST-3230,송파구,10,0.98,19.37,48.65,45.95,
5775,ST-3242,송파구,10,4.27,17.88,58.78,33.78,
5777,ST-3247,송파구,11,-4.33,13.26,28.72,61.15,
5778,ST-3273,송파구,15,-23.44,23.48,10.14,79.05,
5779,ST-3285,송파구,8,-0.09,9.04,39.19,45.95,
5780,ST-3295,송파구,10,-0.14,8.41,36.15,36.49,
5781,ST-3300,송파구,14,19.08,28.14,74.32,19.93,
5782,ST-3343,송파구,5,-0.36,10.1,43.58,46.28,
5783,ST-3384,송파구,7,6.09,17.59,58.82,25.0,
5784,ST-3391,송파구,30,-25.46,43.68,29.35,70.65,
5785,ST-3409,송파구,20,0.4,7.64,46.67,33.33,
5851,ST-3040,영등포구,15,-8.09,31.89,33.11,64.86,
5852,ST-3041,영등포구,7,-4.66,11.5,26.35,59.46,
5853,ST-3061,영등포구,10,-0.91,25.73,42.23,49.66,
5854,ST-3072,영등포구,26,0.0,0.0,0.0,0.0,
5855,ST-3073,영등포구,31,,,,,
5857,ST-3102,영등포구,15,5.66,27.68,55.74,37.5,
5858,ST-3142,영등포구,10,52.15,71.78,75.0,22.97,
5859,ST-3160,영등포구,10,-0.25,19.08,52.03,42.23,
5860,ST-3171,영등포구,10,11.71,22.08,65.54,21.28,
5861,ST-3170,영등포구,10,1.47,15.91,52.03,42.23,
5862,ST-3187,영등포구,14,-9.75,33.07,33.78,62.16,
5864,ST-3200,영등포구,8,11.11,19.04,70.61,24.66,
5865,ST-3204,영등포구,10,-20.28,40.23,29.05,68.92,
5866,ST-3212,영등포구,8,-5.44,27.14,39.53,56.42,
5867,ST-3235,영등포구,10,-17.03,42.4,31.76,65.2,
5868,ST-3238,영등포구,6,-1.09,35.93,49.32,47.64,
5869,ST-3241,영등포구,10,0.77,13.46,52.03,41.22,
5870,ST-3239,영등포구,10,-6.61,48.58,43.24,54.05,
5871,ST-3250,영등포구,13,0.39,16.1,50.34,42.57,
5872,ST-3283,영등포구,7,2.52,15.69,53.54,40.07,
5876,ST-3313,영등포구,10,-1.05,19.28,41.55,48.65,
5877,ST-3314,영등포구,10,-7.93,21.85,37.16,57.09,
5878,ST-3315,영등포구,20,1.17,47.76,42.91,51.35,
5879,ST-3318,영등포구,8,-2.6,8.92,25.34,41.22,
5880,ST-3319,영등포구,7,-3.01,7.57,11.86,44.07,
5881,ST-3322,영등포구,7,-1.2,24.95,46.28,48.99,
5882,ST-3323,영등포구,7,-4.34,49.41,40.54,57.77,
5883,ST-3330,영등포구,8,7.44,28.34,61.49,36.15,
5884,ST-3331,영등포구,8,7.18,23.85,58.11,37.5,
5885,ST-3341,영등포구,10,-21.73,22.55,9.8,86.49,
5886,ST-3359,영등포구,10,-0.17,26.2,43.69,52.91,
5887,ST-3374,영등포구,12,-3.07,55.14,46.67,51.33,
5888,ST-3375,영등포구,7,-4.06,10.97,14.09,40.27,
5889,ST-3377,영등포구,10,-2.01,12.11,28.67,32.17,
5890,ST-3401,영등포구,11,-25.77,64.84,32.08,64.15,
5891,ST-3402,영등포구,30,-34.98,80.55,29.41,62.75,
5892,ST-3383,영등포구,7,-6.66,15.57,20.75,50.94,
5893,ST-3397,영등포구,10,0.67,67.78,40.91,48.48,
5894,ST-3398,영등포구,10,-2.39,20.02,42.42,53.03,
5895,ST-3404,영등포구,15,7.85,22.52,60.0,37.5,
5896,ST-3417,영등포구,7,0.0,0.0,0.0,0.0,
6053,ST-3161,중구,5,-0.71,5.53,30.41,37.16,
6054,ST-3210,중구,5,2.41,20.94,49.32,43.92,
6055,ST-3255,중구,8,1.32,11.36,48.99,39.53,
6057,ST-3291,중구,6,-1.68,12.58,42.57,47.3,
6058,ST-2518,중구,10,-3.48,16.37,39.75,49.59,
6059,ST-3305,중구,8,-6.76,14.66,28.72,61.82,
6060,ST-3342,중구,8,-1.71,15.96,35.14,47.3,
6061,ST-3381,중구,10,5.5,20.46,59.5,38.02,
6062,ST-3413,중구,10,9.6,14.66,70.0,30.0,
6063,ST-3412,중구,6,0.44,12.36,33.33,44.44,
6171,ST-3276,강서구,12,-11.37,23.09,29.05,64.86,
6172,ST-3281,강서구,10,-2.4,13.1,34.12,52.36,
6173,ST-3284,강서구,10,-0.78,8.48,37.5,45.61,
6176,ST-3327,강서구,7,-3.73,16.07,36.15,55.74,
6177,ST-3324,강서구,10,-0.9,23.17,52.36,42.23,
6178,ST-3337,강서구,10,1.16,14.65,43.92,41.55,
6180,ST-3365,강서구,9,-5.12,16.41,32.97,60.54,
6182,ST-3370,강서구,10,1.11,20.62,45.12,48.78,
6183,ST-3371,강서구,10,-6.98,31.43,37.8,55.49,
6184,ST-2492,강서구,32,-3.84,19.83,40.68,51.86,
6185,ST-3418,강서구,8,0.0,0.0,0.0,0.0,
6187,ST-3415,강서구,12,-2.0,2.83,0.0,50.0,
6188,ST-3419,강서구,10,0.0,0.0,0.0,0.0,
6189,ST-3424,강서구,11,0.0,0.0,0.0,0.0,
6190,ST-3421,강서구,10,0.0,0.0,0.0,0.0,
